recency,frequency,monetary,cluster
632.0,1,136.35000000000002,3
456.0,1,4801.28,1
755.0,1,4801.28,3
816.0,1,162.64,0
602.0,1,7502.0,3
396.0,1,35.84,1
609.0,1,2400.68,3
31.0,1,650.56,1
387.0,1,20.92,1
389.0,1,130.75,1
791.0,1,1016.5,0
756.0,1,1200.32,3
906.0,1,1200.32,0
849.0,1,130.75,0
968.0,1,4801.28,0
361.0,1,1200.32,1
814.0,1,650.56,0
213.0,1,4801.28,1
547.0,1,162.64,3
571.0,1,5.23,3
1065.0,1,143.36,0
874.0,1,2400.68,0
1031.0,1,35.84,0
1033.0,1,2700.7200000000003,0
546.0,1,130.75,3
417.0,1,5.23,1
722.0,1,187.68,3
602.0,1,136.35000000000002,3
362.0,1,16800.0,2
154.0,1,4801.28,1
941.0,1,35.84,0
419.0,1,1200.32,1
488.0,1,242.4,3
760.0,1,1200.32,3
518.0,1,600.17,3
0.0,1,4801.28,1
906.0,1,9602.72,2
1.0,1,2700.7200000000003,1
357.0,1,896.0,1
877.0,1,4801.28,0
1059.0,1,143.36,0
636.0,1,162.64,3
751.0,1,650.56,3
421.0,1,300.08,1
812.0,1,20.92,0
182.0,1,4801.28,1
914.0,1,5401.53,0
1030.0,1,1200.32,0
419.0,1,300.08,1
386.0,1,1200.32,1
882.0,1,2700.7200000000003,0
635.0,1,600.17,3
633.0,1,600.17,3
821.0,1,2400.68,0
882.0,1,896.0,0
335.0,1,7502.0,1
967.0,1,40.66,0
508.0,1,15.15,3
816.0,1,16800.0,2
30.0,1,35.84,1
724.0,1,1016.5,3
974.0,1,5401.53,0
603.0,1,162.64,3
479.0,1,187.68,3
945.0,1,650.56,0
910.0,1,365.94,0
725.0,1,573.44,3
123.0,1,15004.25,2
668.0,1,4801.28,3
850.0,1,1200.32,0
1061.0,1,1200.32,0
610.0,1,60.6,3
884.0,1,300.08,0
424.0,1,162.64,1
759.0,1,4801.28,3
357.0,1,896.0,1
640.0,1,20.92,3
1027.0,1,9602.72,2
720.0,1,4801.28,3
814.0,1,162.64,0
1025.0,1,650.56,0
728.0,1,46.92,3
356.0,1,15004.25,2
427.0,1,15.15,1
387.0,1,35.84,1
938.0,1,242.4,0
542.0,1,143.36,3
638.0,1,300.08,3
752.0,1,5.23,3
878.0,1,130.75,0
422.0,1,5401.53,1
944.0,1,2400.68,0
183.0,1,2700.7200000000003,1
696.0,1,187.68,3
782.0,1,35.84,0
518.0,1,1200.32,3
483.0,1,2400.68,3
1060.0,1,4801.28,0
725.0,1,2700.7200000000003,3
485.0,1,365.94,3
543.0,1,896.0,3
1.0,1,2400.68,1
633.0,1,2400.68,3
936.0,1,4801.28,0
604.0,1,9450.0,2
335.0,1,293.25,1
245.0,1,7502.0,1
635.0,1,20.92,3
387.0,1,5401.53,1
689.0,1,1200.32,3
385.0,1,20.92,1
942.0,1,573.44,0
448.0,1,4801.28,1
578.0,1,83.68,3
690.0,1,365.94,3
1030.0,1,365.94,0
606.0,1,7502.0,3
853.0,1,2700.7200000000003,0
386.0,1,4801.28,1
662.0,1,9602.72,2
905.0,1,1200.32,0
750.0,1,5.23,3
570.0,1,83.68,3
1062.0,1,4801.28,0
485.0,1,1200.32,3
488.0,1,162.64,3
940.0,1,2700.7200000000003,0
1030.0,1,40.66,0
938.0,1,40.66,0
599.0,1,650.56,3
880.0,1,162.64,0
995.0,1,9602.72,2
547.0,1,1200.32,3
877.0,1,40.66,0
366.0,1,7502.0,1
122.0,1,365.94,1
632.0,1,4801.28,3
784.0,1,4801.28,0
393.0,1,300.08,1
1023.0,1,650.56,0
634.0,1,1016.5,3
153.0,1,15004.25,2
62.0,1,9450.0,1
784.0,1,300.08,0
480.0,1,2700.7200000000003,3
569.0,1,130.75,3
421.0,1,2700.7200000000003,1
484.0,1,7502.0,1
974.0,1,4801.28,0
723.0,1,378.75,3
1025.0,1,47.07,0
569.0,1,2700.7200000000003,3
547.0,1,9602.72,2
659.0,1,1016.5,3
1023.0,1,9602.72,2
304.0,1,187.68,1
632.0,1,2700.7200000000003,3
355.0,1,300.08,1
452.0,1,4801.28,1
1030.0,1,1200.32,0
783.0,1,300.08,0
578.0,1,47.07,3
907.0,1,2700.7200000000003,0
636.0,1,300.08,3
722.0,1,600.17,3
692.0,1,7502.0,3
965.0,1,300.08,0
879.0,1,83.68,0
752.0,1,322.56,3
730.0,1,5.23,3
1031.0,1,322.56,0
1002.0,1,7502.0,0
819.0,1,5401.53,0
761.0,1,105.57,3
601.0,1,4801.28,3
724.0,1,4801.28,3
1054.0,1,1016.5,0
456.0,1,47.07,1
548.0,1,5.23,3
942.0,1,16800.0,2
851.0,1,1016.5,0
724.0,1,4801.28,3
424.0,1,83.68,1
486.0,1,2700.7200000000003,3
815.0,1,5401.53,0
386.0,1,1050.0,1
721.0,1,573.44,3
365.0,1,322.56,1
243.0,1,300.08,1
600.0,1,1050.0,3
944.0,1,896.0,0
790.0,1,83.68,0
906.0,1,1200.32,0
882.0,1,2700.7200000000003,0
416.0,1,365.94,1
153.0,1,4801.28,1
573.0,1,105.57,3
784.0,1,162.64,0
974.0,1,7502.0,0
785.0,1,46.92,0
696.0,1,5.23,3
91.0,1,293.25,1
694.0,1,40.66,3
724.0,1,896.0,3
579.0,1,40.66,3
421.0,1,2700.7200000000003,1
944.0,1,2700.7200000000003,0
972.0,1,1016.5,0
1005.0,1,300.08,0
879.0,1,162.64,0
153.0,1,4200.0,1
630.0,1,130.75,3
789.0,1,2700.7200000000003,0
1003.0,1,2700.7200000000003,0
334.0,1,187.68,1
427.0,1,650.56,1
755.0,1,1200.32,3
638.0,1,15004.25,2
817.0,1,365.94,0
692.0,1,896.0,3
727.0,1,4801.28,3
482.0,1,7502.0,1
813.0,1,7502.0,0
755.0,1,162.64,3
392.0,1,300.08,1
939.0,1,11.73,0
790.0,1,2700.7200000000003,0
934.0,1,187.68,0
694.0,1,47.07,3
903.0,1,1200.32,0
1000.0,1,7502.0,0
1059.0,1,650.56,0
821.0,1,187.68,0
274.0,1,1200.32,1
516.0,1,7502.0,3
696.0,1,322.56,3
304.0,1,600.17,1
390.0,1,5.23,1
426.0,1,4801.28,1
699.0,1,2700.7200000000003,3
452.0,1,4801.28,1
92.0,1,143.36,1
998.0,1,2400.68,0
576.0,1,83.68,3
387.0,1,15004.25,2
602.0,1,5401.53,3
753.0,1,46.92,3
633.0,1,2700.7200000000003,3
481.0,1,16800.0,2
547.0,1,242.4,3
364.0,1,2700.7200000000003,1
1004.0,1,20.92,0
452.0,1,47.07,1
391.0,1,4801.28,1
689.0,1,46.92,3
549.0,1,5.23,3
1057.0,1,650.56,0
639.0,1,16800.0,2
821.0,1,322.56,0
884.0,1,896.0,0
549.0,1,300.08,3
663.0,1,2700.7200000000003,3
547.0,1,9602.72,2
934.0,1,1200.32,0
790.0,1,40.66,0
1004.0,1,1200.32,0
387.0,1,7502.0,1
1059.0,1,7502.0,0
751.0,1,7502.0,3
515.0,1,162.64,3
934.0,1,40.66,0
357.0,1,15004.25,2
419.0,1,60.6,1
152.0,1,1016.5,1
873.0,1,896.0,0
1034.0,1,896.0,0
539.0,1,896.0,3
274.0,1,5.23,1
972.0,1,2400.68,0
457.0,1,300.08,1
1055.0,1,300.08,0
876.0,1,136.35000000000002,0
909.0,1,2400.68,0
356.0,1,1200.32,1
357.0,1,7502.0,1
909.0,1,47.07,0
816.0,1,300.08,0
571.0,1,4801.28,3
394.0,1,130.75,1
606.0,1,4801.28,3
457.0,1,1016.5,1
696.0,1,2700.7200000000003,3
818.0,1,2700.7200000000003,0
995.0,1,162.64,0
789.0,1,15004.25,2
569.0,1,1200.32,3
394.0,1,365.94,1
62.0,1,7502.0,1
634.0,1,2700.7200000000003,3
658.0,1,600.17,3
576.0,1,143.36,3
690.0,1,40.66,3
785.0,1,187.68,0
913.0,1,300.08,0
815.0,1,4801.28,0
276.0,1,4801.28,1
912.0,1,4801.28,0
791.0,1,7502.0,0
813.0,1,2700.7200000000003,0
393.0,1,47.07,1
395.0,1,300.08,1
721.0,1,47.07,3
906.0,1,1200.32,0
843.0,1,1200.32,0
995.0,1,300.08,0
1026.0,1,2400.68,0
31.0,1,7502.0,1
690.0,1,46.92,3
637.0,1,2700.7200000000003,3
782.0,1,1200.32,0
1024.0,1,4801.28,0
875.0,1,7502.0,0
905.0,1,5.23,0
658.0,1,187.68,3
575.0,1,7502.0,3
944.0,1,15004.25,2
1057.0,1,46.92,0
721.0,1,1200.32,3
1006.0,1,4801.28,0
995.0,1,896.0,0
997.0,1,2400.68,0
1055.0,1,293.25,0
720.0,1,7502.0,3
814.0,1,4801.28,0
123.0,1,365.94,1
968.0,1,5.23,0
243.0,1,5401.53,1
1031.0,1,573.44,0
942.0,1,2700.7200000000003,0
975.0,1,2700.7200000000003,0
881.0,1,15004.25,2
910.0,1,300.08,0
1002.0,1,162.64,0
751.0,1,4801.28,3
479.0,1,187.68,3
813.0,1,130.75,0
0.0,1,187.68,1
879.0,1,9602.72,2
791.0,1,2700.7200000000003,0
638.0,1,4801.28,3
942.0,1,15004.25,2
576.0,1,573.44,3
1062.0,1,4801.28,0
427.0,1,47.07,1
61.0,1,1200.32,1
417.0,1,15004.25,2
1006.0,1,650.56,0
1025.0,1,896.0,0
964.0,1,1200.32,0
447.0,1,7502.0,1
426.0,1,7502.0,1
942.0,1,105.57,0
640.0,1,293.25,3
545.0,1,896.0,3
390.0,1,322.56,1
914.0,1,4801.28,0
814.0,1,60.6,0
1055.0,1,650.56,0
62.0,1,1016.5,1
632.0,1,600.17,3
355.0,1,2700.7200000000003,1
910.0,1,365.94,0
364.0,1,1016.5,1
509.0,1,47.07,3
1065.0,1,300.08,0
365.0,1,83.68,1
390.0,1,573.44,1
519.0,1,35.84,3
632.0,1,573.44,3
786.0,1,365.94,0
729.0,1,130.75,3
276.0,1,322.56,1
333.0,1,1200.32,1
365.0,1,300.08,1
334.0,1,4801.28,1
359.0,1,40.66,1
274.0,1,130.75,1
518.0,1,896.0,3
0.0,1,1200.32,1
758.0,1,2400.68,3
547.0,1,162.64,3
1057.0,1,1016.5,0
1061.0,1,4801.28,0
385.0,1,130.75,1
669.0,1,162.64,3
881.0,1,2700.7200000000003,0
603.0,1,896.0,3
359.0,1,650.56,1
544.0,1,573.44,3
509.0,1,2700.7200000000003,3
243.0,1,896.0,1
1059.0,1,5.23,0
427.0,1,573.44,1
572.0,1,5.23,3
478.0,1,650.56,3
720.0,1,2700.7200000000003,3
658.0,1,650.56,3
364.0,1,5401.53,1
995.0,1,1016.5,0
61.0,1,7502.0,1
541.0,1,600.17,3
182.0,1,300.08,1
362.0,1,7502.0,1
539.0,1,130.75,3
820.0,1,1016.5,0
457.0,1,35.84,1
970.0,1,35.84,0
750.0,1,35.84,3
579.0,1,130.75,3
1005.0,1,26250.0,2
843.0,1,2400.68,0
883.0,1,15.15,0
182.0,1,7502.0,1
609.0,1,300.08,3
573.0,1,1200.32,3
633.0,1,2700.7200000000003,3
788.0,1,365.94,0
750.0,1,1200.32,3
1006.0,1,9450.0,2
1001.0,1,40.66,0
579.0,1,365.94,3
1029.0,1,1016.5,0
785.0,1,20.92,0
604.0,1,378.75,3
936.0,1,2700.7200000000003,0
842.0,1,1200.32,0
545.0,1,130.75,3
488.0,1,60.6,3
785.0,1,11.73,0
971.0,1,16800.0,2
792.0,1,40.66,0
634.0,1,2700.7200000000003,3
814.0,1,9602.72,2
541.0,1,1200.32,3
966.0,1,15.15,0
364.0,1,2700.7200000000003,1
303.0,1,5.23,1
878.0,1,365.94,0
756.0,1,46.92,3
1005.0,1,47.07,0
1055.0,1,2700.7200000000003,0
484.0,1,650.56,3
784.0,1,136.35000000000002,0
516.0,1,1200.32,3
904.0,1,35.84,0
641.0,1,5.23,3
973.0,1,1050.0,0
907.0,1,896.0,0
842.0,1,322.56,0
488.0,1,300.08,3
729.0,1,2700.7200000000003,3
508.0,1,26250.0,2
546.0,1,1200.32,3
1031.0,1,896.0,0
1063.0,1,322.56,0
721.0,1,40.66,3
906.0,1,1200.32,0
728.0,1,9602.72,2
514.0,1,300.08,3
667.0,1,2700.7200000000003,3
579.0,1,300.08,3
752.0,1,5.23,3
121.0,1,16800.0,2
876.0,1,293.25,0
637.0,1,365.94,3
121.0,1,4801.28,1
243.0,1,7502.0,1
913.0,1,11.73,0
1065.0,1,2700.7200000000003,0
635.0,1,130.75,3
448.0,1,162.64,1
609.0,1,300.08,3
720.0,1,9450.0,2
395.0,1,896.0,1
964.0,1,7502.0,0
363.0,1,1016.5,1
1005.0,1,47.07,0
939.0,1,20.92,0
662.0,1,40.66,3
364.0,1,15004.25,2
304.0,1,5.23,1
1054.0,1,1200.32,0
694.0,1,7502.0,3
388.0,1,573.44,1
570.0,1,2700.7200000000003,3
0.0,1,9602.72,1
666.0,1,40.66,3
599.0,1,143.36,3
758.0,1,2700.7200000000003,3
791.0,1,162.64,0
750.0,1,378.75,3
996.0,1,9602.72,2
944.0,1,5401.53,0
417.0,1,2700.7200000000003,1
971.0,1,143.36,0
904.0,1,650.56,0
478.0,1,650.56,3
757.0,1,650.56,3
602.0,1,365.94,3
514.0,1,83.68,3
757.0,1,573.44,3
154.0,1,9602.72,1
451.0,1,4801.28,1
245.0,1,143.36,1
364.0,1,300.08,1
945.0,1,130.75,0
580.0,1,300.08,3
426.0,1,7502.0,1
694.0,1,365.94,3
549.0,1,47.07,3
30.0,1,7502.0,1
390.0,1,26250.0,2
849.0,1,83.68,0
425.0,1,7502.0,1
1062.0,1,5.23,0
606.0,1,322.56,3
427.0,1,2700.7200000000003,1
1062.0,1,40.66,0
421.0,1,7502.0,1
788.0,1,1200.32,0
819.0,1,2700.7200000000003,0
601.0,1,162.64,3
362.0,1,293.25,1
424.0,1,573.44,1
876.0,1,896.0,0
631.0,1,162.64,3
449.0,1,7502.0,1
818.0,1,378.75,0
396.0,1,20.92,1
427.0,1,7502.0,1
449.0,1,300.08,1
1064.0,1,5.23,0
604.0,1,2700.7200000000003,3
1060.0,1,650.56,0
396.0,1,1016.5,1
602.0,1,15004.25,2
725.0,1,5401.53,3
999.0,1,573.44,0
640.0,1,378.75,3
1002.0,1,1200.32,0
1063.0,1,5.23,0
359.0,1,4801.28,1
488.0,1,4801.28,3
727.0,1,300.08,3
421.0,1,7502.0,1
214.0,1,5.23,1
965.0,1,4801.28,0
602.0,1,378.75,3
817.0,1,365.94,0
755.0,1,136.35000000000002,3
1005.0,1,1200.32,0
360.0,1,7502.0,1
122.0,1,162.64,1
996.0,1,20.92,0
388.0,1,322.56,1
446.0,1,162.64,1
215.0,1,35.84,1
786.0,1,2700.7200000000003,0
812.0,1,4801.28,0
422.0,1,322.56,1
1006.0,1,5401.53,0
722.0,1,4801.28,3
1024.0,1,322.56,0
153.0,1,187.68,1
572.0,1,9602.72,2
641.0,1,1200.32,3
937.0,1,130.75,0
356.0,1,5.23,1
91.0,1,46.92,1
967.0,1,365.94,0
975.0,1,896.0,0
392.0,1,300.08,1
514.0,1,7502.0,3
1065.0,1,1016.5,0
575.0,1,573.44,3
640.0,1,896.0,3
1000.0,1,5401.53,0
1002.0,1,4801.28,0
759.0,1,322.56,3
944.0,1,4801.28,0
761.0,1,7502.0,3
722.0,1,47.07,3
842.0,1,35.84,0
183.0,1,4801.28,1
966.0,1,2700.7200000000003,0
973.0,1,1200.32,0
846.0,1,4200.0,0
874.0,1,47.07,0
478.0,1,4801.28,1
759.0,1,300.08,3
789.0,1,4801.28,0
482.0,1,1200.32,3
851.0,1,293.25,0
942.0,1,4801.28,0
386.0,1,322.56,1
577.0,1,7502.0,3
1029.0,1,896.0,0
996.0,1,300.08,0
668.0,1,143.36,3
1054.0,1,300.08,0
450.0,1,1016.5,1
877.0,1,4200.0,0
631.0,1,26250.0,2
851.0,1,300.08,0
481.0,1,162.64,3
513.0,1,4801.28,3
518.0,1,2700.7200000000003,3
968.0,1,20.92,0
816.0,1,7502.0,0
756.0,1,83.68,3
754.0,1,1200.32,3
517.0,1,300.08,3
519.0,1,7502.0,3
689.0,1,4801.28,3
457.0,1,4801.28,1
480.0,1,365.94,3
153.0,1,20.92,1
814.0,1,1200.32,0
784.0,1,2700.7200000000003,0
668.0,1,187.68,3
1065.0,1,5401.53,0
1063.0,1,143.36,0
639.0,1,4801.28,3
388.0,1,7502.0,1
543.0,1,322.56,3
937.0,1,162.64,0
510.0,1,573.44,3
971.0,1,7502.0,0
790.0,1,242.4,0
694.0,1,15.15,3
454.0,1,573.44,1
754.0,1,40.66,3
449.0,1,5401.53,1
599.0,1,4801.28,3
877.0,1,1200.32,0
997.0,1,187.68,0
153.0,1,1200.32,1
878.0,1,300.08,0
1025.0,1,378.75,0
1005.0,1,896.0,0
361.0,1,162.64,1
183.0,1,365.94,1
700.0,1,1200.32,3
727.0,1,20.92,3
610.0,1,650.56,3
726.0,1,7502.0,3
541.0,1,130.75,3
482.0,1,162.64,3
884.0,1,15.15,0
547.0,1,130.75,3
998.0,1,9602.72,2
572.0,1,650.56,3
92.0,1,1016.5,1
821.0,1,300.08,0
1054.0,1,650.56,0
814.0,1,11.73,0
658.0,1,2400.68,3
1061.0,1,300.08,0
630.0,1,5401.53,3
484.0,1,293.25,3
1028.0,1,47.07,0
121.0,1,5.23,1
1000.0,1,11.73,0
244.0,1,143.36,1
908.0,1,4200.0,0
519.0,1,4801.28,3
905.0,1,1016.5,0
691.0,1,7502.0,3
573.0,1,650.56,3
516.0,1,20.92,3
457.0,1,130.75,1
122.0,1,7502.0,1
760.0,1,1016.5,3
303.0,1,300.08,1
1062.0,1,5.23,0
390.0,1,26250.0,2
974.0,1,7502.0,0
909.0,1,9602.72,2
815.0,1,300.08,0
753.0,1,9450.0,2
577.0,1,365.94,3
479.0,1,1200.32,3
61.0,1,300.08,1
975.0,1,83.68,0
363.0,1,47.07,1
633.0,1,378.75,3
634.0,1,2700.7200000000003,3
721.0,1,600.17,3
751.0,1,60.6,3
549.0,1,47.07,3
1025.0,1,300.08,0
1023.0,1,2700.7200000000003,0
630.0,1,5.23,3
366.0,1,26250.0,2
540.0,1,573.44,3
274.0,1,300.08,1
944.0,1,4801.28,0
391.0,1,2400.68,1
603.0,1,300.08,3
122.0,1,130.75,1
660.0,1,573.44,3
943.0,1,600.17,0
817.0,1,143.36,0
1030.0,1,9602.72,2
608.0,1,4801.28,3
484.0,1,2700.7200000000003,3
610.0,1,650.56,3
659.0,1,5.23,3
1034.0,1,1050.0,0
449.0,1,47.07,1
302.0,1,7502.0,1
635.0,1,1016.5,3
723.0,1,15004.25,2
390.0,1,187.68,1
760.0,1,650.56,3
601.0,1,35.84,3
791.0,1,300.08,0
845.0,1,896.0,0
480.0,1,15004.25,2
634.0,1,83.68,3
123.0,1,11.73,1
395.0,1,20.92,1
